annual_inc,chargeoff_within_12_mths,delinq_amnt,delinq_2yrs,dti,installment,int_rate,loan_amnt,mths_since_last_delinq,bad_loans
102500.0,0.0,0.0,0.0,32.9,172.04,14.47,5000.0,60.0,0
70000.0,0.0,0.0,1.0,31.49,105.68,16.14,3000.0,10.0,0
55000.0,0.0,0.0,0.0,9.27,240.85,14.47,7000.0,29.0,0
150000.0,0.0,0.0,0.0,13.53,757.72,28.72,24000.0,63.0,0
142628.0,0.0,0.0,0.0,19.56,1310.69,11.06,40000.0,36.0,0
360000.0,0.0,0.0,1.0,5.41,621.79,18.94,24000.0,21.0,0
19200.0,0.0,0.0,1.0,19.25,649.16,30.17,20000.0,19.0,0
126000.0,0.0,0.0,3.0,4.69,503.47,12.73,15000.0,6.0,1
45000.0,0.0,0.0,1.0,22.53,327.77,27.27,8000.0,19.0,0
130000.0,0.0,0.0,0.0,11.29,206.44,14.47,6000.0,24.0,1
150000.0,0.0,0.0,1.0,0.59,77.84,23.4,2000.0,21.0,1
75000.0,0.0,0.0,0.0,16.53,619.47,7.21,20000.0,46.0,0
35000.0,0.0,0.0,1.0,4.97,576.02,13.56,25000.0,20.0,0
82000.0,0.0,0.0,0.0,17.77,433.65,17.97,12000.0,31.0,1
103000.0,1.0,0.0,0.0,15.81,396.0,11.55,12000.0,43.0,0
25200.0,0.0,0.0,1.0,26.24,103.22,14.47,3000.0,5.0,1
200000.0,0.0,0.0,0.0,10.22,323.9,20.89,12000.0,51.0,0
78100.0,0.0,0.0,0.0,20.71,677.14,20.89,18000.0,48.0,0
92000.0,0.0,0.0,0.0,16.81,693.51,15.02,20000.0,64.0,0
62500.0,0.0,0.0,0.0,30.13,244.55,13.56,7200.0,74.0,0
49900.0,0.0,0.0,3.0,19.94,329.64,18.94,9000.0,13.0,0
78000.0,0.0,0.0,2.0,17.97,304.72,6.11,10000.0,21.0,1
41000.0,0.0,0.0,1.0,34.02,451.43,20.89,12000.0,23.0,0
135000.0,0.0,0.0,0.0,20.07,491.63,6.67,16000.0,48.0,0
90000.0,0.0,0.0,1.0,12.31,809.75,20.89,30000.0,10.0,0
30000.0,0.0,0.0,1.0,21.62,171.6,11.55,5200.0,14.0,1
42000.0,0.0,0.0,0.0,13.63,562.73,7.84,18000.0,24.0,1
80000.0,0.0,0.0,0.0,24.62,834.55,22.35,30000.0,54.0,0
64000.0,0.0,0.0,0.0,36.74,660.0,11.55,20000.0,56.0,0
34000.0,0.0,0.0,0.0,9.25,45.15,20.89,1200.0,25.0,0
249000.0,0.0,0.0,0.0,11.95,888.2,17.97,35000.0,44.0,0
264000.0,0.0,0.0,1.0,8.31,921.64,13.56,40000.0,12.0,1
50119.2,0.0,0.0,2.0,32.52,268.32,16.14,11000.0,12.0,0
90000.0,0.0,0.0,0.0,11.84,390.79,7.84,12500.0,74.0,0
63000.0,0.0,0.0,0.0,13.7,363.0,11.55,11000.0,43.0,0
200000.0,0.0,0.0,0.0,21.49,1218.88,6.11,40000.0,25.0,1
75000.0,0.0,0.0,2.0,16.13,507.55,17.97,20000.0,4.0,0
100000.0,0.0,0.0,0.0,14.17,176.14,16.14,5000.0,29.0,0
43000.0,0.0,0.0,0.0,5.19,40.76,13.56,1200.0,29.0,0
100000.0,0.0,0.0,0.0,21.83,653.18,11.06,30000.0,40.0,0
48500.0,0.0,0.0,0.0,18.58,144.0,23.4,3700.0,65.0,0
75000.0,0.0,0.0,0.0,18.72,620.76,23.4,15950.0,54.0,1
20400.0,0.0,0.0,0.0,100.35,528.43,11.55,24000.0,49.0,0
61000.0,0.0,0.0,0.0,14.42,809.75,20.89,30000.0,73.0,0
48000.0,0.0,0.0,2.0,12.7,259.08,18.94,10000.0,20.0,0
60000.0,0.0,0.0,0.0,3.38,316.62,12.73,14000.0,46.0,0
85000.0,0.0,0.0,0.0,12.01,491.16,27.27,16000.0,31.0,1
95000.0,0.0,0.0,0.0,17.22,452.31,12.73,20000.0,34.0,0
85000.0,0.0,0.0,1.0,5.69,277.41,15.02,8000.0,13.0,0
55000.0,0.0,0.0,0.0,19.69,391.69,16.91,11000.0,44.0,1
75000.0,0.0,0.0,1.0,5.07,693.51,15.02,20000.0,6.0,0
100000.0,0.0,0.0,0.0,9.41,440.36,11.55,20000.0,81.0,0
50000.0,0.0,0.0,1.0,10.71,355.28,17.97,14000.0,6.0,0
65000.0,0.0,0.0,0.0,10.84,248.05,16.91,10000.0,57.0,0
180000.0,0.0,0.0,0.0,7.61,743.36,7.21,24000.0,79.0,0
65000.0,0.0,0.0,0.0,12.04,634.79,19.92,24000.0,36.0,1
156000.0,0.0,0.0,1.0,12.97,1250.51,7.84,40000.0,20.0,1
75000.0,0.0,0.0,0.0,24.03,515.5,10.47,24000.0,89.0,0
50000.0,0.0,0.0,0.0,16.01,498.9,14.47,14500.0,59.0,0
68175.0,0.0,0.0,1.0,8.63,156.04,15.02,4500.0,8.0,0
64356.0,0.0,0.0,0.0,16.8,206.44,14.47,6000.0,31.0,1
55000.0,0.0,0.0,0.0,19.9,291.28,15.02,8400.0,69.0,0
75000.0,0.0,0.0,1.0,12.53,376.21,14.47,16000.0,6.0,0
40000.0,0.0,0.0,1.0,32.79,206.44,14.47,6000.0,3.0,0
40000.0,0.0,0.0,2.0,31.89,550.51,14.47,16000.0,7.0,1
67000.0,0.0,0.0,1.0,8.79,782.55,24.37,27000.0,8.0,0
37000.0,0.0,0.0,0.0,19.79,299.43,16.14,8500.0,56.0,0
76000.0,0.0,0.0,0.0,10.36,712.16,16.91,20000.0,54.0,1
65000.0,0.0,0.0,1.0,14.64,288.7,13.56,8500.0,9.0,0
63000.0,0.0,0.0,0.0,19.28,451.87,26.31,15000.0,47.0,0
40000.0,0.0,0.0,1.0,70.51,315.5,8.46,10000.0,23.0,0
65000.0,0.0,0.0,0.0,17.56,216.83,17.97,6000.0,29.0,0
143650.0,0.0,0.0,0.0,16.92,534.12,16.91,15000.0,34.0,1
77000.0,0.0,0.0,0.0,21.93,264.0,11.55,8000.0,37.0,0
70128.0,0.0,0.0,2.0,7.51,429.59,10.47,20000.0,19.0,0
75000.0,0.0,0.0,0.0,23.66,110.8,18.94,3025.0,63.0,1
80000.0,0.0,0.0,0.0,13.1,378.47,14.47,11000.0,38.0,0
54000.0,0.0,0.0,0.0,12.53,185.62,19.92,5000.0,59.0,0
97000.0,0.0,0.0,0.0,24.73,304.72,6.11,10000.0,43.0,0
55000.0,0.0,0.0,0.0,17.48,120.84,12.73,3600.0,50.0,0
279000.0,0.0,0.0,0.0,17.1,103.22,14.47,3000.0,30.0,0
42000.0,1.0,0.0,1.0,27.29,578.2,17.97,16000.0,12.0,0
125000.0,0.0,0.0,1.0,21.17,870.9,11.06,40000.0,23.0,1
132000.0,0.0,0.0,0.0,18.68,738.41,12.73,22000.0,55.0,0
75000.0,0.0,0.0,0.0,20.78,126.17,24.37,3200.0,44.0,0
48000.0,0.0,0.0,1.0,11.63,356.38,19.92,9600.0,18.0,0
22000.0,0.0,0.0,0.0,59.85,339.23,12.73,15000.0,70.0,0
45000.0,0.0,0.0,0.0,10.69,315.5,8.46,10000.0,28.0,0
92000.0,0.0,0.0,2.0,25.19,183.13,18.94,5000.0,3.0,0
105000.0,0.0,0.0,0.0,16.27,1261.97,8.46,40000.0,42.0,0
48000.0,0.0,0.0,0.0,8.43,602.49,26.31,20000.0,63.0,0
35000.0,0.0,0.0,1.0,25.48,303.42,26.31,7500.0,19.0,0
52000.0,0.0,0.0,1.0,4.11,265.02,8.46,8400.0,20.0,0
145000.0,0.0,0.0,2.0,30.63,304.53,17.97,12000.0,11.0,1
39000.0,0.0,0.0,4.0,12.92,327.68,11.06,10000.0,20.0,0
61000.0,0.0,0.0,0.0,26.48,166.59,24.37,4225.0,27.0,1
190000.0,0.0,0.0,0.0,14.5,271.04,17.97,7500.0,49.0,0
14200.0,0.0,0.0,3.0,114.2,264.5,19.92,10000.0,4.0,1
20000.0,0.0,0.0,1.0,19.99,185.62,19.92,5000.0,1.0,1
125000.0,0.0,0.0,1.0,19.34,691.23,13.56,30000.0,23.0,1
98000.0,0.0,0.0,1.0,15.78,1018.93,13.56,30000.0,4.0,0
65000.0,0.0,0.0,0.0,29.68,688.13,14.47,20000.0,42.0,0
125000.0,0.0,0.0,1.0,16.61,660.0,11.55,20000.0,9.0,1
71000.0,0.0,0.0,0.0,26.23,928.08,19.92,25000.0,55.0,1
162000.0,0.0,0.0,0.0,23.95,946.48,8.46,30000.0,47.0,0
113000.0,0.0,0.0,2.0,9.31,335.19,6.11,11000.0,11.0,0
68000.0,0.0,0.0,0.0,28.63,140.91,16.14,4000.0,68.0,0
100000.0,0.0,0.0,1.0,32.82,736.73,27.27,24000.0,15.0,1
130600.0,0.0,0.0,2.0,27.29,549.39,18.94,15000.0,6.0,0
75000.0,0.0,0.0,2.0,22.02,98.57,24.37,2500.0,20.0,0
22000.0,0.0,0.0,0.0,7.64,428.41,15.02,18000.0,35.0,0
68000.0,0.0,0.0,0.0,7.5,162.45,10.47,5000.0,67.0,0
27000.0,0.0,0.0,0.0,35.16,361.38,17.97,10000.0,44.0,0
80905.0,0.0,0.0,0.0,12.89,691.23,13.56,30000.0,40.0,0
130000.0,0.0,0.0,0.0,7.48,140.91,16.14,4000.0,30.0,0
21752.0,0.0,0.0,0.0,19.65,591.02,25.34,20000.0,26.0,0
40000.0,0.0,0.0,1.0,22.5,506.9,13.56,22000.0,8.0,0
60000.0,0.0,0.0,0.0,23.38,144.55,17.97,4000.0,42.0,0
38000.0,0.0,0.0,0.0,15.22,172.04,14.47,5000.0,24.0,1
125000.0,0.0,0.0,0.0,5.05,497.54,12.73,22000.0,70.0,0
86000.0,0.0,0.0,0.0,21.16,352.27,16.14,10000.0,48.0,1
64000.0,0.0,0.0,0.0,24.85,667.64,22.35,24000.0,47.0,0
90496.0,1.0,0.0,1.0,4.3,176.14,16.14,5000.0,8.0,0
60000.0,0.0,0.0,1.0,12.18,77.84,23.4,2000.0,14.0,0
67000.0,0.0,0.0,0.0,35.97,426.32,23.4,15000.0,72.0,0
20000.0,0.0,0.0,1.0,24.79,152.36,6.11,5000.0,18.0,0
140000.0,0.0,0.0,0.0,11.94,179.57,12.73,5350.0,25.0,1
45000.0,0.0,0.0,1.0,11.31,176.14,16.14,5000.0,12.0,0
60000.0,0.0,0.0,0.0,6.9,59.15,24.37,1500.0,39.0,0
75000.0,0.0,0.0,0.0,11.49,356.08,16.91,10000.0,62.0,0
38000.0,0.0,0.0,0.0,19.99,220.85,8.46,7000.0,24.0,0
151000.0,0.0,0.0,0.0,20.33,214.8,10.47,10000.0,37.0,0
75000.0,0.0,0.0,0.0,15.79,94.65,8.46,3000.0,39.0,0
50000.0,0.0,0.0,1.0,27.24,275.23,11.55,12500.0,21.0,0
150000.0,0.0,0.0,0.0,14.54,891.24,23.4,22900.0,56.0,1
69500.0,0.0,0.0,0.0,21.14,571.22,15.02,24000.0,69.0,0
130000.0,0.0,0.0,0.0,15.88,227.42,10.47,7000.0,37.0,0
50000.0,0.0,0.0,0.0,22.44,126.2,8.46,4000.0,25.0,0
195000.0,0.0,0.0,0.0,12.24,929.2,7.21,30000.0,63.0,0
86000.0,0.0,0.0,0.0,12.62,248.75,10.08,7700.0,37.0,0
100000.0,0.0,0.0,0.0,14.36,365.67,6.11,12000.0,42.0,0
100000.0,0.0,0.0,0.0,8.47,464.6,7.21,15000.0,74.0,0
45000.0,0.0,0.0,1.0,14.77,327.68,11.06,10000.0,23.0,0
25000.0,0.0,0.0,0.0,18.24,260.19,17.97,7200.0,81.0,0
60000.0,0.0,0.0,0.0,6.5,352.69,14.47,15000.0,31.0,0
53329.0,0.0,0.0,4.0,35.63,416.11,15.02,12000.0,12.0,0
100000.0,0.0,0.0,0.0,5.66,609.44,6.11,20000.0,25.0,0
72000.0,0.0,0.0,0.0,15.23,422.91,12.73,12600.0,59.0,0
80000.0,0.0,0.0,0.0,18.0,674.79,20.89,25000.0,34.0,1
220000.0,0.0,0.0,3.0,15.78,471.85,11.06,14400.0,17.0,0
30000.0,0.0,0.0,2.0,34.2,131.67,20.89,3500.0,13.0,0
109650.0,0.0,0.0,0.0,14.0,203.79,13.56,6000.0,25.0,0
52000.0,0.0,0.0,6.0,5.26,356.08,16.91,10000.0,7.0,1
75000.0,0.0,0.0,0.0,34.06,165.0,11.55,5000.0,31.0,0
90000.0,0.0,0.0,5.0,30.96,861.3,11.55,26100.0,6.0,0
85000.0,0.0,0.0,1.0,13.43,723.69,12.73,32000.0,19.0,0
51540.0,0.0,0.0,0.0,22.89,552.98,13.56,24000.0,47.0,0
56000.0,0.0,0.0,0.0,16.41,310.9,18.94,12000.0,56.0,1
125000.0,0.0,0.0,0.0,5.83,521.52,10.08,24500.0,26.0,1
59800.0,0.0,0.0,0.0,30.2,480.54,16.14,19700.0,55.0,0
35000.0,0.0,0.0,2.0,4.12,157.75,8.46,5000.0,10.0,0
90000.0,0.0,0.0,0.0,12.75,460.9,6.67,15000.0,70.0,0
80000.0,0.0,0.0,1.0,24.17,652.32,22.35,17000.0,8.0,0
56400.0,0.0,0.0,1.0,5.6,304.72,6.11,10000.0,23.0,0
73000.0,0.0,0.0,0.0,2.93,1034.29,25.34,35000.0,61.0,0
212000.0,0.0,0.0,3.0,11.55,1137.1,10.47,35000.0,18.0,0
32195.0,0.0,0.0,0.0,22.63,546.4,16.14,22400.0,38.0,0
60000.0,0.0,0.0,0.0,38.26,39.94,25.34,1000.0,46.0,1
58000.0,0.0,0.0,1.0,11.32,249.42,22.35,6500.0,13.0,0
110000.0,0.0,0.0,3.0,26.58,994.73,23.4,35000.0,7.0,0
185000.0,0.0,0.0,1.0,0.87,1218.88,6.11,40000.0,14.0,0
50000.0,0.0,0.0,0.0,21.58,767.43,27.27,25000.0,73.0,1
45000.0,0.0,0.0,0.0,39.23,124.63,16.91,3500.0,44.0,0
65000.0,0.0,0.0,0.0,25.89,274.25,6.11,9000.0,80.0,0
108000.0,0.0,0.0,0.0,5.14,148.5,11.55,4500.0,81.0,0
50000.0,0.0,0.0,0.0,19.92,341.5,16.14,14000.0,69.0,1
68500.0,0.0,0.0,0.0,16.38,532.17,10.08,25000.0,34.0,0
68000.0,0.0,0.0,2.0,20.37,297.66,16.91,12000.0,13.0,0
65000.0,0.0,0.0,0.0,35.54,242.29,10.08,7500.0,74.0,0
54000.0,0.0,0.0,3.0,33.89,650.48,17.97,18000.0,20.0,0
68000.0,0.0,0.0,0.0,28.38,699.51,18.94,27000.0,59.0,1
40000.0,0.0,0.0,2.0,15.57,178.04,16.91,5000.0,13.0,0
71000.0,0.0,0.0,0.0,22.95,779.72,10.47,24000.0,32.0,1
52000.0,0.0,0.0,1.0,23.86,973.64,22.35,35000.0,19.0,0
60000.0,0.0,0.0,0.0,13.94,89.1,19.92,2400.0,78.0,0
36000.0,0.0,0.0,1.0,17.0,82.85,7.84,2650.0,22.0,0
120000.0,0.0,0.0,0.0,9.34,225.53,10.47,10500.0,52.0,0
80000.0,0.0,0.0,0.0,13.23,722.75,17.97,20000.0,44.0,0
39000.0,0.0,0.0,0.0,9.51,157.75,8.46,5000.0,27.0,0
42000.0,0.0,0.0,0.0,28.97,203.79,13.56,6000.0,41.0,0
150000.0,1.0,0.0,1.0,16.35,250.11,7.84,8000.0,5.0,0
60000.0,0.0,0.0,0.0,12.46,124.63,16.91,3500.0,25.0,1
74000.0,0.0,0.0,1.0,13.93,118.88,13.56,3500.0,3.0,0
11300.0,0.0,0.0,0.0,62.38,364.09,15.02,10500.0,24.0,0
28000.0,0.0,0.0,0.0,2.7,295.51,25.34,10000.0,78.0,0
220000.0,0.0,0.0,1.0,15.84,460.46,27.27,15000.0,4.0,0
108000.0,0.0,0.0,1.0,24.24,208.06,15.02,6000.0,16.0,1
80000.0,0.0,0.0,0.0,21.11,888.2,17.97,35000.0,40.0,0
120000.0,0.0,0.0,0.0,21.8,1024.26,27.27,25000.0,39.0,1
51000.0,0.0,0.0,0.0,18.42,528.99,19.92,20000.0,45.0,0
22800.0,0.0,0.0,1.0,8.37,243.67,10.47,7500.0,12.0,1
55000.0,0.0,0.0,0.0,15.64,317.4,19.92,12000.0,63.0,0
22740.0,0.0,0.0,0.0,45.7,100.7,12.73,3000.0,59.0,0
67000.0,0.0,0.0,0.0,13.99,265.74,7.84,8500.0,60.0,0
340000.0,0.0,279.0,3.0,15.01,1218.88,6.11,40000.0,7.0,1
55000.0,0.0,0.0,0.0,12.0,527.52,16.14,14975.0,39.0,0
56000.0,0.0,0.0,0.0,8.27,201.39,12.73,6000.0,64.0,0
52000.0,0.0,0.0,1.0,31.53,87.27,12.73,2600.0,3.0,0
122000.0,0.0,0.0,1.0,0.65,1033.76,10.08,32000.0,14.0,0
30000.0,0.0,0.0,0.0,5.68,365.89,16.14,15000.0,32.0,0
89300.0,0.0,0.0,0.0,9.77,332.89,15.02,9600.0,39.0,0
62000.0,0.0,0.0,0.0,25.09,165.0,11.55,5000.0,65.0,0
135000.0,0.0,0.0,0.0,23.63,72.28,17.97,2000.0,36.0,1
84000.0,0.0,0.0,0.0,15.61,504.79,8.46,16000.0,54.0,0
70000.0,0.0,0.0,0.0,22.8,796.66,18.94,30750.0,69.0,0
15912.0,0.0,0.0,0.0,24.89,36.63,18.94,1000.0,71.0,0
65000.0,0.0,0.0,1.0,25.52,575.58,22.35,15000.0,12.0,1
50000.0,0.0,0.0,1.0,15.27,185.62,19.92,5000.0,3.0,1
80000.0,0.0,0.0,0.0,15.36,356.08,16.91,10000.0,48.0,1
55776.0,0.0,0.0,1.0,30.06,507.55,17.97,20000.0,8.0,1
72000.0,0.0,0.0,0.0,18.95,495.0,11.55,15000.0,36.0,1
55000.0,0.0,0.0,0.0,25.75,198.76,17.97,5500.0,25.0,1
123000.0,0.0,0.0,0.0,15.58,105.68,16.14,3000.0,64.0,0
127000.0,0.0,0.0,0.0,22.58,620.11,16.91,25000.0,26.0,0
82000.0,0.0,0.0,0.0,10.29,376.19,20.89,10000.0,32.0,0
49648.0,0.0,0.0,0.0,29.49,285.61,15.02,12000.0,30.0,1
65000.0,0.0,0.0,0.0,23.45,34.68,15.02,1000.0,66.0,0
100000.0,0.0,0.0,1.0,8.89,487.33,10.47,15000.0,13.0,0
30000.0,0.0,0.0,0.0,14.32,509.47,13.56,15000.0,43.0,0
72000.0,0.0,0.0,0.0,2.42,73.26,18.94,2000.0,38.0,0
55000.0,0.0,0.0,0.0,53.87,1316.66,20.89,35000.0,57.0,0
72000.0,0.0,0.0,0.0,9.97,423.2,19.92,16000.0,51.0,0
52000.0,0.0,0.0,0.0,21.69,439.51,18.94,12000.0,51.0,0
85000.0,0.0,0.0,0.0,17.79,804.96,16.14,33000.0,60.0,0
43680.0,0.0,0.0,1.0,45.22,306.98,22.35,8000.0,16.0,0
48677.0,0.0,0.0,0.0,24.11,389.19,23.4,10000.0,65.0,0
55000.0,0.0,0.0,1.0,28.04,346.92,17.97,9600.0,13.0,0
85000.0,0.0,0.0,1.0,8.19,503.47,12.73,15000.0,18.0,0
50710.0,0.0,0.0,0.0,7.93,34.68,15.02,1000.0,43.0,0
80000.0,0.0,0.0,1.0,29.93,304.53,17.97,12000.0,19.0,0
39000.0,0.0,0.0,0.0,4.25,504.79,8.46,16000.0,60.0,1
85000.0,0.0,0.0,1.0,7.79,234.47,7.84,7500.0,17.0,0
500000.0,0.0,0.0,0.0,5.72,909.68,10.47,28000.0,24.0,0
70000.0,0.0,0.0,8.0,2.59,1320.0,11.55,40000.0,16.0,0
42000.0,0.0,0.0,0.0,37.26,550.45,11.55,25000.0,37.0,1
300000.0,0.0,0.0,0.0,17.64,1112.74,22.35,40000.0,42.0,1
100000.0,0.0,0.0,3.0,16.54,216.83,17.97,6000.0,13.0,0
95000.0,0.0,0.0,1.0,14.59,475.2,11.55,14400.0,11.0,0
24000.0,0.0,0.0,1.0,17.85,225.39,15.02,6500.0,10.0,0
180000.0,0.0,0.0,0.0,16.53,561.03,16.14,23000.0,30.0,1
140000.0,0.0,0.0,2.0,6.02,761.8,6.11,25000.0,10.0,0
157470.0,0.0,0.0,0.0,18.63,388.62,18.94,15000.0,55.0,1
71000.0,0.0,0.0,0.0,13.78,970.91,15.02,28000.0,70.0,0
63000.0,0.0,0.0,0.0,13.33,416.11,15.02,12000.0,27.0,1
95000.0,0.0,0.0,0.0,20.19,777.23,18.94,30000.0,27.0,0
75000.0,0.0,0.0,0.0,17.9,323.2,7.84,16000.0,57.0,0
50000.0,0.0,0.0,0.0,14.5,649.77,10.47,20000.0,32.0,1
45000.0,0.0,0.0,0.0,19.71,403.81,10.08,12500.0,48.0,0
35000.0,0.0,0.0,0.0,18.76,710.56,17.97,28000.0,29.0,0
64000.0,0.0,0.0,0.0,8.25,363.53,30.17,11200.0,70.0,0
60000.0,0.0,0.0,0.0,25.56,692.62,22.35,18050.0,35.0,1
130000.0,0.0,0.0,0.0,5.01,929.2,7.21,30000.0,37.0,0
68500.0,0.0,0.0,7.0,12.44,845.43,16.14,24000.0,20.0,0
165000.0,0.0,0.0,0.0,10.25,964.9,29.69,30000.0,43.0,1
150000.0,0.0,0.0,3.0,19.16,610.32,19.92,23075.0,2.0,1
167000.0,0.0,0.0,0.0,8.16,777.23,18.94,30000.0,71.0,0
51680.0,0.0,0.0,0.0,15.42,220.18,11.55,10000.0,55.0,0
110000.0,0.0,0.0,0.0,25.47,79.88,25.34,2000.0,24.0,0
220000.0,0.0,0.0,1.0,9.52,487.33,10.47,15000.0,12.0,0
65000.0,0.0,0.0,0.0,15.77,284.21,23.4,10000.0,39.0,0
40000.0,0.0,0.0,0.0,12.48,176.14,16.14,5000.0,24.0,0
100000.0,0.0,0.0,0.0,14.99,355.36,10.08,11000.0,33.0,0
56000.0,0.0,0.0,0.0,26.81,203.79,13.56,6000.0,28.0,1
85000.0,0.0,0.0,0.0,8.08,775.32,10.08,24000.0,44.0,0
40318.0,0.0,0.0,0.0,9.35,100.7,12.73,3000.0,30.0,0
72000.0,0.0,0.0,2.0,14.87,295.51,25.34,10000.0,20.0,1
197000.0,0.0,0.0,1.0,9.55,412.88,14.47,12000.0,20.0,0
54679.0,0.0,0.0,0.0,30.97,545.7,16.91,22000.0,61.0,0
45000.0,0.0,0.0,0.0,3.19,331.62,18.94,12800.0,30.0,1
35000.0,0.0,0.0,1.0,13.79,137.63,14.47,4000.0,21.0,0
41000.0,0.0,0.0,0.0,11.53,148.5,19.92,4000.0,30.0,0
70000.0,0.0,0.0,1.0,23.23,462.0,11.55,14000.0,14.0,0
98000.0,0.0,0.0,1.0,8.23,396.0,11.55,12000.0,13.0,0
98000.0,0.0,0.0,1.0,10.17,451.43,20.89,12000.0,9.0,0
52000.0,0.0,0.0,0.0,10.64,137.63,14.47,4000.0,70.0,0
61000.0,0.0,0.0,1.0,10.82,271.39,12.73,12000.0,13.0,0
90000.0,0.0,0.0,3.0,17.01,201.45,18.94,5500.0,9.0,0
114000.0,0.0,0.0,1.0,7.8,726.0,11.55,22000.0,14.0,0
23500.0,0.0,0.0,1.0,24.46,183.13,18.94,5000.0,4.0,1
85880.0,0.0,0.0,0.0,8.96,220.85,8.46,7000.0,80.0,0
82000.0,0.0,0.0,0.0,13.72,335.65,12.73,10000.0,33.0,0
150000.0,0.0,0.0,1.0,17.06,79.0,20.89,2100.0,12.0,0
61000.0,0.0,0.0,1.0,12.39,335.65,12.73,10000.0,14.0,0
191000.0,0.0,0.0,2.0,22.24,875.36,7.84,28000.0,9.0,0
190000.0,0.0,0.0,0.0,17.05,1084.13,17.97,30000.0,81.0,0
60000.0,0.0,0.0,2.0,19.12,528.4,16.14,15000.0,11.0,0
225000.0,0.0,0.0,0.0,4.11,807.62,10.08,25000.0,67.0,0
55000.0,0.0,0.0,1.0,18.42,125.06,7.84,4000.0,14.0,0
99000.0,0.0,0.0,1.0,29.88,1213.63,15.02,35000.0,7.0,0
70980.0,0.0,0.0,0.0,3.99,304.72,6.11,10000.0,50.0,0
35000.0,0.0,0.0,0.0,29.53,123.9,7.21,4000.0,75.0,0
93840.0,0.0,0.0,0.0,18.43,119.77,16.14,3400.0,70.0,0
75000.0,0.0,0.0,0.0,19.97,157.57,10.47,4850.0,40.0,0
65000.0,0.0,0.0,1.0,2.42,352.69,14.47,15000.0,14.0,0
61200.0,0.0,0.0,0.0,28.41,688.13,14.47,20000.0,50.0,1
32760.0,0.0,0.0,0.0,14.58,76.82,6.67,2500.0,31.0,0
42000.0,0.0,0.0,0.0,4.0,330.0,11.55,10000.0,25.0,0
140000.0,0.0,0.0,0.0,6.34,504.79,8.46,16000.0,38.0,0
85000.0,0.0,0.0,0.0,15.97,880.81,14.47,25600.0,53.0,0
60000.0,0.0,0.0,1.0,20.72,304.53,17.97,12000.0,23.0,0
65000.0,0.0,0.0,0.0,14.33,556.37,22.35,20000.0,53.0,0
90000.0,0.0,0.0,1.0,7.73,336.8,18.94,13000.0,16.0,0
55000.0,0.0,0.0,0.0,33.54,238.01,15.02,10000.0,52.0,0
61500.0,0.0,0.0,0.0,15.32,375.55,22.35,13500.0,71.0,1
110000.0,0.0,0.0,1.0,21.13,609.06,17.97,24000.0,23.0,0
103219.0,0.0,0.0,0.0,24.69,929.2,7.21,30000.0,49.0,0
37000.0,0.0,0.0,0.0,30.17,205.88,27.27,5025.0,67.0,0
90000.0,0.0,0.0,1.0,19.25,39.43,24.37,1000.0,4.0,0
50440.0,0.0,0.0,1.0,10.11,511.71,15.02,21500.0,21.0,0
23000.0,0.0,0.0,0.0,34.86,104.03,15.02,3000.0,36.0,0
45000.0,0.0,0.0,0.0,22.77,110.8,18.94,3025.0,31.0,1
65000.0,0.0,0.0,0.0,9.34,118.88,13.56,3500.0,78.0,0
31000.0,0.0,0.0,0.0,56.64,268.61,22.35,7000.0,54.0,0
50000.0,0.0,0.0,0.0,21.44,860.16,14.47,25000.0,56.0,0
89000.0,0.0,0.0,0.0,16.22,619.32,14.47,18000.0,47.0,0
180000.0,0.0,0.0,1.0,21.95,1072.67,8.46,34000.0,12.0,0
129600.0,0.0,0.0,0.0,9.0,1137.1,10.47,35000.0,44.0,0
59000.0,0.0,0.0,1.0,37.29,556.37,22.35,20000.0,3.0,1
48500.0,0.0,0.0,0.0,18.83,833.02,15.02,35000.0,41.0,0
29856.0,0.0,0.0,0.0,37.58,339.65,13.56,10000.0,28.0,1
104400.0,0.0,0.0,0.0,5.09,406.04,17.97,16000.0,62.0,0
70000.0,0.0,0.0,0.0,10.11,105.68,16.14,3000.0,34.0,1
105000.0,0.0,0.0,1.0,8.22,323.05,10.08,10000.0,20.0,0
75000.0,0.0,0.0,0.0,36.8,866.88,15.02,25000.0,69.0,1
120000.0,0.0,0.0,0.0,13.33,1128.56,20.89,30000.0,33.0,1
42000.0,0.0,0.0,0.0,29.89,441.54,13.56,13000.0,161.0,0
55000.0,0.0,0.0,0.0,15.69,262.14,11.06,8000.0,44.0,0
77000.0,0.0,0.0,0.0,26.53,613.27,7.21,19800.0,63.0,0
109000.0,0.0,0.0,0.0,10.06,37.62,20.89,1000.0,24.0,0
205219.0,0.0,0.0,0.0,13.32,768.17,6.67,25000.0,27.0,0
96000.0,0.0,0.0,0.0,17.68,157.75,8.46,5000.0,36.0,0
57000.0,0.0,0.0,0.0,0.88,94.24,16.14,2675.0,51.0,0
95000.0,0.0,0.0,0.0,12.23,275.23,11.55,12500.0,78.0,0
37012.0,0.0,0.0,0.0,17.06,285.61,15.02,12000.0,64.0,0
35000.0,0.0,0.0,0.0,30.56,191.86,22.35,5000.0,64.0,0
90000.0,0.0,0.0,0.0,15.79,237.59,19.92,6400.0,30.0,1
48000.0,0.0,0.0,0.0,19.48,356.08,16.91,10000.0,39.0,0
