acc_now_delinq,acc_open_past_24mths,all_util,annual_inc,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,collections_12_mths_ex_med,delinq_amnt,dti,inq_fi,inq_last_12m,inq_last_6mths,installment,int_rate,last_pymnt_amnt,loan_amnt,max_bal_bc,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,mths_since_rcnt_il,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,open_acc_6m,open_act_il,open_il_12m,open_il_24m,open_rv_12m,open_rv_24m,out_prncp,out_prncp_inv,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,revol_bal,revol_util,tax_liens,tot_coll_amt,tot_cur_bal,tot_hi_cred_lim,total_acc,total_bal_ex_mort,total_bal_il,total_bc_limit,total_cu_tl,total_il_high_credit_limit,total_pymnt,total_pymnt_inv,total_rec_int,total_rec_late_fee,total_rec_prncp,total_rev_hi_lim,delinq_2yrs,bad_loans
0.0,4.0,59.0,96825.24,38801.0,310.0,86.5,0.0,0.0,0.0,26.6,2.0,4.0,0.0,556.37,22.35,20066.55,20000.0,1990.0,155.0,155.0,13.0,13.0,5.0,12.0,19.0,3.0,1.0,3.0,1.0,7.0,30.0,3.0,15.0,3.0,8.0,0.0,4.0,0.0,8.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,91.8,100.0,0.0,4504.0,66.2,0.0,0.0,310410.0,347551.0,50.0,78225.0,73721.0,2300.0,9.0,98235.0,20016.883333333502,20016.88,16.88,0.0,20000.0,6800.0,4.0,0
0.0,6.0,60.0,112500.0,32827.0,31413.0,14.4,0.0,0.0,0.0,18.84,1.0,4.0,2.0,230.45,6.67,7547.11,7500.0,5192.0,237.0,370.0,4.0,3.0,4.0,32.0,3.0,1.0,2.0,4.0,6.0,11.0,4.0,8.0,15.0,4.0,12.0,0.0,0.0,6.0,12.0,3.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,87.0,0.0,0.0,18957.0,32.0,0.0,0.0,393928.0,517008.0,23.0,61979.0,43022.0,36700.0,6.0,44995.0,7544.3259393462,7544.33,44.33,0.0,7500.0,59200.0,0.0,0
0.0,7.0,65.0,149600.0,21154.0,21000.0,29.5,0.0,0.0,0.0,20.15,4.0,2.0,1.0,385.25,27.27,12967.23,12550.0,4538.0,147.0,185.0,8.0,4.0,2.0,7.0,4.0,0.0,5.0,6.0,6.0,9.0,11.0,8.0,13.0,6.0,13.0,0.0,0.0,3.0,13.0,1.0,4.0,2.0,5.0,1.0,2.0,0.0,0.0,85.2,16.7,0.0,11164.0,33.2,0.0,0.0,275003.0,356203.0,27.0,69293.0,58129.0,29800.0,1.0,82603.0,12948.2204564934,12948.22,398.22,0.0,12550.0,33600.0,2.0,0
0.0,1.0,75.0,175000.0,9110.0,4140.0,23.3,0.0,0.0,0.0,3.92,3.0,1.0,1.0,518.16,18.94,20430.24,20000.0,1260.0,94.0,150.0,28.0,18.0,1.0,29.0,18.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,1260.0,23.3,0.0,0.0,27329.0,36541.0,5.0,27329.0,26069.0,5400.0,0.0,31141.0,20409.1992371916,20409.2,409.2,0.0,20000.0,5400.0,0.0,0
0.0,5.0,61.0,43000.0,34837.0,1160.0,65.9,0.0,0.0,0.0,4.41,2.0,5.0,2.0,53.42,16.91,1531.48,1500.0,2240.0,100.0,140.0,6.0,6.0,4.0,66.0,13.0,0.0,1.0,1.0,2.0,11.0,4.0,3.0,14.0,1.0,5.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,95.2,50.0,0.0,2240.0,54.6,0.0,0.0,174183.0,185337.0,22.0,5073.0,2833.0,3400.0,1.0,4237.0,1530.0687928845002,1530.07,30.07,0.0,1500.0,4100.0,0.0,0
0.0,7.0,51.0,110000.0,3972.0,40470.0,23.2,0.0,0.0,0.0,13.65,1.0,6.0,2.0,269.92,20.89,10019.15,10000.0,4065.0,95.0,92.0,1.0,1.0,0.0,49.0,5.0,1.0,4.0,4.0,8.0,9.0,6.0,9.0,12.0,4.0,13.0,0.0,0.0,5.0,13.0,4.0,4.0,2.0,3.0,3.0,4.0,0.0,0.0,89.5,0.0,0.0,12230.0,20.9,0.0,0.0,51636.0,101810.0,19.0,51636.0,39406.0,52700.0,0.0,43310.0,10007.5391666669,10007.54,7.54,0.0,10000.0,58500.0,0.0,0
0.0,6.0,103.0,195000.0,82632.0,3484.0,77.1,0.0,0.0,0.0,12.42,2.0,5.0,1.0,1213.63,15.02,1213.63,35000.0,7025.0,206.0,175.0,3.0,3.0,5.0,29.0,11.0,4.0,3.0,5.0,3.0,7.0,6.0,5.0,9.0,5.0,11.0,0.0,0.0,3.0,11.0,1.0,4.0,1.0,2.0,1.0,2.0,33439.2,33439.2,66.7,66.7,0.0,92321.0,69.9,0.0,2106.0,908953.0,941932.0,21.0,248584.0,156263.0,15200.0,0.0,103512.0,2398.05,2398.05,837.25,0.0,1560.8,97200.0,0.0,0
0.0,2.0,79.0,66000.0,16752.0,562.0,84.8,0.0,0.0,0.0,6.82,0.0,2.0,0.0,422.72,16.14,11948.01,12000.0,3138.0,163.0,180.0,14.0,11.0,0.0,21.0,11.0,4.0,1.0,3.0,1.0,6.0,18.0,3.0,13.0,3.0,5.0,0.0,0.0,1.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,88.0,100.0,0.0,3590.0,79.8,0.0,0.0,83761.0,81703.0,31.0,83761.0,80171.0,3700.0,2.0,77203.0,12359.966318851999,12359.97,359.97,0.0,12000.0,4500.0,1.0,0
0.0,4.0,55.0,52000.0,2289.0,9997.0,26.5,0.0,0.0,0.0,15.32,2.0,3.0,0.0,496.09,16.91,20266.78,20000.0,2638.0,129.0,99.0,19.0,10.0,0.0,49.0,10.0,1.0,4.0,4.0,5.0,5.0,9.0,5.0,5.0,4.0,9.0,0.0,0.0,2.0,9.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,92.9,0.0,1.0,3603.0,26.5,0.0,4721.0,20598.0,37543.0,14.0,20598.0,16995.0,13600.0,0.0,23943.0,20744.0758013194,20744.08,744.08,0.0,20000.0,13600.0,0.0,0
0.0,2.0,57.0,80000.0,2884.0,2491.0,68.5,0.0,0.0,0.0,14.72,1.0,0.0,0.0,356.08,16.91,373.88,10000.0,2430.0,123.0,162.0,20.0,20.0,0.0,11.0,24.0,3.0,4.0,6.0,5.0,7.0,8.0,9.0,11.0,6.0,10.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,9567.75,9567.75,61.1,40.0,0.0,6275.0,57.0,0.0,0.0,28837.0,49715.0,19.0,28837.0,22562.0,7900.0,3.0,38715.0,720.57,720.57,270.52,17.8,432.25,11000.0,3.0,0
0.0,27.0,10.0,80000.0,3307.0,98755.0,6.7,0.0,0.0,0.0,16.81,6.0,12.0,0.0,375.16,7.84,12008.43,12000.0,3653.0,149.0,121.0,6.0,6.0,0.0,33.0,9.0,0.0,3.0,8.0,13.0,24.0,14.0,33.0,49.0,8.0,39.0,0.0,0.0,6.0,39.0,1.0,5.0,1.0,3.0,4.0,22.0,0.0,0.0,90.8,0.0,0.0,9288.0,5.1,0.0,0.0,128986.0,292768.0,65.0,128986.0,119671.0,105800.0,0.0,108353.0,12003.1979999999,12003.2,3.2,0.0,12000.0,181200.0,0.0,0
0.0,8.0,15.0,134000.0,5362.0,98936.0,10.2,0.0,0.0,0.0,9.91,1.0,2.0,1.0,609.44,6.11,20027.33,20000.0,3478.0,147.0,146.0,4.0,2.0,2.0,43.0,2.0,0.0,12.0,16.0,17.0,23.0,7.0,21.0,29.0,16.0,24.0,0.0,0.0,3.0,24.0,2.0,2.0,1.0,1.0,2.0,6.0,0.0,0.0,97.4,0.0,0.0,16819.0,12.6,0.0,0.0,128694.0,280928.0,38.0,24609.0,7790.0,110200.0,3.0,33378.0,20020.5352777772,20020.54,20.54,0.0,20000.0,133800.0,0.0,0
0.0,8.0,26.0,75000.0,3228.0,23498.0,28.1,0.0,0.0,0.0,29.55,1.0,5.0,1.0,361.38,17.97,361.38,10000.0,4713.0,188.0,261.0,7.0,7.0,1.0,33.0,9.0,0.0,2.0,6.0,7.0,11.0,23.0,14.0,21.0,6.0,16.0,0.0,0.0,6.0,16.0,0.0,2.0,1.0,1.0,5.0,7.0,9573.57,9573.57,95.6,0.0,0.0,9836.0,14.1,0.0,755.0,48423.0,146957.0,45.0,48423.0,38587.0,32700.0,0.0,77157.0,712.78,712.78,286.35,0.0,426.43,69800.0,0.0,0
0.0,5.0,61.0,76000.0,18690.0,1858.0,81.2,0.0,0.0,0.0,15.71,0.0,2.0,0.0,181.94,10.47,363.88,5600.0,6600.0,66.0,53.0,15.0,15.0,2.0,8.0,15.0,0.0,4.0,8.0,4.0,4.0,5.0,10.0,12.0,8.0,13.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,3.0,0.0,1.0,5151.12,4921.16,94.7,50.0,0.0,13292.0,59.3,0.0,0.0,242974.0,263282.0,19.0,22712.0,9420.0,9900.0,0.0,15048.0,544.19,519.9,95.31,0.0,448.88,22400.0,1.0,0
0.0,3.0,54.0,112000.0,47498.0,2457.0,80.8,0.0,0.0,0.0,7.88,1.0,4.0,0.0,162.45,10.47,5052.35,5000.0,10343.0,131.0,72.0,12.0,7.0,2.0,61.0,7.0,1.0,1.0,1.0,1.0,2.0,9.0,2.0,6.0,1.0,9.0,0.0,0.0,2.0,9.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,64.7,100.0,0.0,10343.0,62.3,0.0,0.0,427486.0,453206.0,17.0,22637.0,12294.0,12800.0,0.0,25606.0,5049.4400000012,5049.44,49.44,0.0,5000.0,16600.0,0.0,0
0.0,7.0,88.0,72000.0,10252.0,2517.0,96.0,0.0,0.0,0.0,21.03,1.0,1.0,1.0,550.51,14.47,16199.22,16000.0,7983.0,169.0,353.0,7.0,7.0,2.0,25.0,14.0,0.0,6.0,10.0,8.0,10.0,5.0,10.0,17.0,8.0,13.0,0.0,0.0,3.0,13.0,0.0,2.0,0.0,1.0,3.0,6.0,0.0,0.0,88.0,66.7,0.0,17037.0,88.0,0.0,0.0,133288.0,167352.0,24.0,31222.0,14185.0,15100.0,1.0,30176.0,16186.360718489499,16186.36,186.36,0.0,16000.0,19350.0,0.0,0
0.0,3.0,51.0,83500.0,4809.0,19414.0,44.8,0.0,0.0,0.0,30.76,1.0,1.0,0.0,555.8,26.31,555.8,18450.0,10139.0,160.0,179.0,9.0,9.0,0.0,33.0,13.0,0.0,2.0,5.0,5.0,5.0,8.0,10.0,11.0,5.0,14.0,0.0,0.0,1.0,14.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,94.7,40.0,0.0,19531.0,43.5,0.0,0.0,67320.0,131492.0,19.0,67320.0,47789.0,35200.0,0.0,86592.0,528.83,528.83,377.55,0.0,151.28,44900.0,0.0,1
0.0,4.0,71.0,85000.0,27107.0,3340.0,58.8,0.0,0.0,0.0,21.49,4.0,3.0,0.0,259.08,18.94,279.92,10000.0,1983.0,277.0,104.0,2.0,2.0,4.0,75.0,12.0,0.0,3.0,5.0,3.0,4.0,8.0,5.0,7.0,5.0,11.0,0.0,0.0,3.0,11.0,2.0,5.0,1.0,2.0,1.0,1.0,9795.9,9795.9,94.7,66.7,1.0,11399.0,74.0,0.0,0.0,298173.0,322920.0,19.0,60219.0,48820.0,8100.0,4.0,68922.0,528.48,528.48,324.38,0.0,204.1,15400.0,0.0,0
0.0,0.0,14.0,23500.0,578.0,13212.0,10.1,0.0,0.0,0.0,8.12,0.0,0.0,0.0,34.68,15.02,50.0,1000.0,1034.0,121.0,178.0,107.0,26.0,0.0,20.0,26.0,1.0,2.0,2.0,2.0,5.0,6.0,2.0,5.0,2.0,6.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,497.05,497.05,90.9,0.0,0.0,1488.0,10.1,0.0,0.0,3469.0,24100.0,11.0,3469.0,1981.0,14700.0,0.0,9400.0,533.85,533.85,15.9,15.0,502.95,14700.0,1.0,0
0.0,6.0,56.0,245000.0,6595.0,15631.0,50.2,0.0,0.0,0.0,9.23,0.0,4.0,0.0,761.8,6.11,761.8,25000.0,5352.0,146.0,220.0,17.0,17.0,6.0,5.0,23.0,0.0,5.0,8.0,7.0,9.0,13.0,11.0,17.0,8.0,15.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,3.0,0.0,3.0,23727.75,23727.75,94.4,14.3,0.0,27371.0,50.2,0.0,0.0,98918.0,151316.0,36.0,98918.0,71547.0,31400.0,6.0,96816.0,1515.11,1515.11,242.86,0.0,1272.25,54500.0,1.0,0
0.0,1.0,51.0,55000.0,10364.0,2568.0,82.3,0.0,0.0,0.0,31.44,2.0,5.0,0.0,352.69,14.47,352.69,15000.0,9700.0,169.0,158.0,26.0,5.0,3.0,14.0,5.0,0.0,2.0,4.0,2.0,3.0,5.0,6.0,11.0,4.0,10.0,0.0,0.0,1.0,10.0,1.0,3.0,1.0,1.0,0.0,0.0,14654.3,14654.3,78.9,50.0,0.0,13037.0,46.6,0.0,0.0,103635.0,162069.0,19.0,40550.0,27513.0,14500.0,1.0,60444.0,693.32,693.32,347.62,0.0,345.7,28000.0,3.0,0
0.0,5.0,62.0,110000.0,23702.0,4416.0,75.7,0.0,0.0,0.0,20.89,1.0,2.0,0.0,428.41,15.02,428.41,18000.0,7782.0,133.0,189.0,3.0,3.0,2.0,51.0,16.0,0.0,4.0,5.0,6.0,8.0,6.0,10.0,13.0,5.0,13.0,0.0,0.0,2.0,13.0,2.0,2.0,0.0,2.0,1.0,2.0,17591.24,17591.24,85.7,66.7,0.0,21060.0,61.9,0.0,0.0,308124.0,335789.0,22.0,96497.0,75437.0,18200.0,6.0,89895.0,841.8,841.8,433.04,0.0,408.76,34000.0,0.0,0
0.0,11.0,51.0,180000.0,30017.0,17608.0,63.1,0.0,0.0,0.0,35.49,3.0,10.0,2.0,799.4,16.91,150.0,22450.0,11277.0,124.0,271.0,4.0,4.0,0.0,49.0,4.0,1.0,5.0,6.0,7.0,14.0,9.0,11.0,21.0,7.0,14.0,0.0,0.0,9.0,14.0,4.0,3.0,2.0,4.0,7.0,7.0,22300.0,22300.0,89.3,42.9,0.0,367712.0,48.0,0.0,0.0,420242.0,510560.0,30.0,420242.0,52530.0,47700.0,3.0,97560.0,150.0,150.0,0.0,0.0,150.0,413000.0,0.0,1
0.0,5.0,56.0,52000.0,13756.0,4899.0,34.7,0.0,0.0,0.0,23.98,0.0,3.0,2.0,732.52,18.94,732.52,20000.0,1625.0,161.0,324.0,6.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,3.0,5.0,7.0,7.0,13.0,3.0,10.0,0.0,1.0,4.0,10.0,3.0,2.0,1.0,1.0,3.0,4.0,19161.47,19161.47,95.5,0.0,0.0,9599.0,37.6,0.0,0.0,123804.0,168504.0,22.0,33823.0,24224.0,7500.0,6.0,34895.0,1444.0,1444.0,605.47,0.0,838.53,25500.0,1.0,0
0.0,3.0,67.0,51000.0,42893.0,8255.0,1.7,0.0,0.0,0.0,20.07,0.0,2.0,1.0,264.5,19.92,10071.29,10000.0,94.0,84.0,598.0,2.0,2.0,3.0,20.0,11.0,4.0,2.0,4.0,2.0,8.0,5.0,4.0,16.0,4.0,6.0,0.0,0.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,80.8,0.0,0.0,5344.0,31.6,0.0,0.0,257357.0,299207.0,26.0,28269.0,22925.0,8400.0,0.0,25377.0,10324.7183219103,10324.72,324.72,0.0,10000.0,16900.0,1.0,0
0.0,0.0,62.0,84293.0,17251.0,5122.0,83.8,0.0,0.0,0.0,14.08,0.0,0.0,0.0,565.38,12.73,25029.17,25000.0,15371.0,171.0,268.0,42.0,42.0,2.0,80.0,42.0,0.0,3.0,4.0,4.0,5.0,6.0,6.0,10.0,4.0,8.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.4,75.0,0.0,26724.0,72.6,0.0,0.0,138009.0,173290.0,18.0,31184.0,4460.0,31600.0,0.0,13325.0,25011.4929166669,25011.49,11.49,0.0,25000.0,36800.0,0.0,0
0.0,0.0,67.0,55000.0,15910.0,2354.0,88.2,0.0,0.0,0.0,17.63,1.0,0.0,0.0,1040.26,15.02,30041.31,30000.0,6956.0,252.0,126.0,46.0,37.0,0.0,50.0,37.0,2.0,4.0,6.0,4.0,4.0,24.0,8.0,8.0,6.0,10.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3,75.0,0.0,21755.0,70.6,0.0,0.0,159098.0,188321.0,32.0,159098.0,137343.0,19900.0,3.0,157521.0,30016.275000000096,30016.28,16.28,0.0,30000.0,30800.0,0.0,0
0.0,10.0,74.0,73840.0,18019.0,1673.0,70.1,0.0,0.0,0.0,7.1,2.0,3.0,0.0,180.69,17.97,5008.24,5000.0,2058.0,134.0,15.0,1.0,1.0,2.0,30.0,11.0,1.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,5.0,9.0,0.0,0.0,7.0,9.0,4.0,1.0,2.0,2.0,5.0,8.0,0.0,0.0,75.0,60.0,0.0,3927.0,48.5,0.0,0.0,162173.0,183439.0,16.0,15928.0,12001.0,5600.0,2.0,13328.0,5003.24625,5003.25,3.25,0.0,5000.0,8100.0,0.0,0
0.0,4.0,56.0,34000.0,3329.0,7078.0,54.9,0.0,0.0,0.0,28.87,0.0,1.0,1.0,512.56,24.37,512.56,13000.0,2767.0,149.0,178.0,19.0,4.0,2.0,32.0,4.0,0.0,4.0,5.0,4.0,5.0,13.0,7.0,9.0,5.0,9.0,0.0,0.0,2.0,9.0,1.0,2.0,2.0,3.0,0.0,1.0,12497.85,12497.85,83.3,25.0,0.0,10260.0,40.1,0.0,0.0,29959.0,53210.0,24.0,29959.0,19699.0,15700.0,4.0,27610.0,1007.52,1007.52,505.37,0.0,502.15,25600.0,0.0,0
0.0,3.0,34.0,80000.0,42746.0,1074.0,53.3,0.0,0.0,0.0,5.07,2.0,3.0,0.0,1098.78,18.94,30147.73,30000.0,1226.0,48.0,40.0,23.0,4.0,1.0,29.0,21.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,6.0,2.0,6.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,88.9,0.0,0.0,2282.0,33.1,0.0,282.0,256473.0,269332.0,9.0,5665.0,3383.0,2300.0,0.0,9932.0,30116.161999999702,30116.16,116.16,0.0,30000.0,6900.0,0.0,0
0.0,9.0,89.0,71000.0,9364.0,15200.0,31.8,0.0,0.0,0.0,18.42,0.0,1.0,0.0,486.67,19.92,486.67,18400.0,5638.0,152.0,159.0,4.0,4.0,1.0,68.0,4.0,1.0,3.0,3.0,5.0,8.0,38.0,10.0,13.0,3.0,32.0,0.0,0.0,3.0,32.0,2.0,21.0,1.0,4.0,2.0,4.0,18034.52,18034.52,94.3,0.0,0.0,7100.0,24.5,0.0,195.0,299657.0,322090.0,53.0,152829.0,145729.0,22300.0,0.0,142273.0,963.17,963.17,597.69,0.0,365.48,29000.0,0.0,0
0.0,0.0,75.0,70000.0,9753.0,16533.0,97.0,0.0,0.0,0.0,20.64,0.0,3.0,1.0,912.97,24.37,993.0,31500.0,24263.0,31.0,207.0,24.0,24.0,0.0,39.0,31.0,0.0,3.0,5.0,3.0,4.0,1.0,5.0,7.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30786.25,30786.25,75.0,100.0,0.0,48766.0,75.0,0.0,0.0,48766.0,64600.0,8.0,48766.0,0.0,49600.0,0.0,0.0,1943.35,1943.35,1229.6,0.0,713.75,64600.0,0.0,0
0.0,0.0,29.0,35000.0,3800.0,26631.0,35.8,0.0,0.0,0.0,5.93,0.0,2.0,2.0,356.08,16.91,10042.27,10000.0,14869.0,69.0,306.0,58.0,58.0,2.0,43.0,69.0,0.0,1.0,2.0,2.0,3.0,1.0,4.0,7.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,50.0,0.0,15198.0,28.8,0.0,0.0,15198.0,52700.0,10.0,15198.0,0.0,41500.0,0.0,0.0,10032.885,10007.8,32.88,0.0,10000.0,52700.0,0.0,0
0.0,7.0,32.0,50000.0,1432.0,2660.0,52.0,0.0,0.0,0.0,17.55,0.0,2.0,0.0,537.36,19.92,14532.51,14475.0,2737.0,49.0,176.0,4.0,4.0,0.0,25.0,19.0,0.0,5.0,18.0,6.0,7.0,2.0,18.0,22.0,8.0,19.0,0.0,0.0,3.0,19.0,3.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,83.0,20.0,0.0,9198.0,32.0,0.0,0.0,27212.0,50865.0,24.0,27212.0,18014.0,13300.0,0.0,22485.0,14516.48821,14516.49,41.49,0.0,14475.0,28380.0,0.0,0
0.0,6.0,56.0,62000.0,2027.0,16850.0,40.7,0.0,0.0,0.0,25.76,1.0,5.0,0.0,767.37,23.4,27057.92,27000.0,3901.0,127.0,143.0,2.0,2.0,0.0,64.0,7.0,1.0,5.0,9.0,9.0,9.0,10.0,20.0,21.0,9.0,23.0,0.0,0.0,3.0,23.0,2.0,3.0,1.0,2.0,2.0,4.0,0.0,0.0,96.8,11.1,0.0,16266.0,34.9,0.0,718.0,46629.0,83728.0,32.0,46629.0,30363.0,28400.0,0.0,37128.0,27022.815,27022.81,22.82,0.0,27000.0,46600.0,0.0,0
0.0,4.0,80.0,75000.0,9252.0,10385.0,74.0,0.0,0.0,0.0,25.87,1.0,3.0,2.0,1204.23,14.47,32292.2,35000.0,17586.0,90.0,141.0,22.0,18.0,0.0,52.0,18.0,0.0,2.0,4.0,4.0,7.0,7.0,7.0,12.0,4.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,94.7,33.3,0.0,36417.0,62.7,0.0,0.0,74012.0,92433.0,19.0,74012.0,37595.0,40000.0,0.0,34333.0,35264.0560885663,35264.06,264.06,0.0,35000.0,58100.0,0.0,0
0.0,1.0,35.0,75000.0,37288.0,13085.0,34.6,0.0,0.0,0.0,24.67,1.0,1.0,0.0,131.31,7.84,4019.35,4200.0,6827.0,187.0,176.0,49.0,14.0,1.0,11.0,14.0,0.0,2.0,4.0,3.0,4.0,20.0,7.0,9.0,4.0,16.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,96.2,0.0,0.0,11503.0,35.1,0.0,0.0,596612.0,730479.0,30.0,36763.0,25260.0,20000.0,0.0,72179.0,4280.142435576,4280.14,80.14,0.0,4200.0,32800.0,1.0,0
0.0,6.0,51.0,87000.0,4021.0,20838.0,13.9,0.0,0.0,0.0,17.6,1.0,4.0,1.0,65.54,11.06,2021.71,2000.0,2095.0,193.0,40.0,5.0,5.0,3.0,74.0,9.0,2.0,4.0,5.0,5.0,5.0,6.0,7.0,7.0,5.0,10.0,0.0,0.0,3.0,10.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,89.5,0.0,0.0,4734.0,14.1,0.0,151.0,40209.0,78831.0,19.0,40209.0,35475.0,24200.0,0.0,43933.0,2020.4814763722,2020.48,20.48,0.0,2000.0,33500.0,0.0,0
0.0,1.0,67.0,140000.0,31680.0,21574.0,71.1,0.0,0.0,0.0,26.55,0.0,0.0,0.0,475.13,11.06,14580.18,14500.0,17393.0,203.0,137.0,15.0,15.0,2.0,26.0,25.0,0.0,7.0,9.0,7.0,11.0,11.0,12.0,20.0,9.0,16.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,97.0,71.4,0.0,66512.0,63.5,0.0,0.0,506885.0,611361.0,33.0,168281.0,101769.0,74700.0,4.0,125867.0,14571.2749999996,14571.27,71.27,0.0,14500.0,104800.0,0.0,0
0.0,8.0,56.0,68000.0,4676.0,4838.0,60.3,0.0,0.0,0.0,29.14,4.0,1.0,0.0,407.08,12.73,18096.75,18000.0,7362.0,107.0,146.0,13.0,11.0,0.0,30.0,11.0,0.0,1.0,8.0,2.0,2.0,12.0,14.0,19.0,8.0,17.0,0.0,0.0,1.0,17.0,0.0,3.0,1.0,4.0,0.0,4.0,0.0,0.0,96.8,50.0,1.0,13702.0,32.4,0.0,0.0,70140.0,119644.0,31.0,70140.0,56438.0,12200.0,2.0,77344.0,18491.103967098,18491.1,491.1,0.0,18000.0,42300.0,0.0,0
0.0,2.0,45.0,120000.0,3808.0,42469.0,24.0,0.0,0.0,0.0,9.17,0.0,1.0,0.0,469.9,12.73,14074.26,14000.0,6604.0,150.0,502.0,14.0,1.0,1.0,8.0,1.0,0.0,5.0,6.0,6.0,11.0,14.0,7.0,15.0,6.0,10.0,0.0,0.0,1.0,10.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,93.3,33.3,0.0,14560.0,23.3,0.0,414.0,38080.0,85431.0,30.0,38080.0,23520.0,55900.0,0.0,23031.0,14064.358333334,14064.36,64.36,0.0,14000.0,62400.0,1.0,0
0.0,5.0,34.0,40000.0,979.0,3963.0,30.5,0.0,0.0,0.0,14.73,3.0,3.0,1.0,169.83,13.56,4943.69,5000.0,1307.0,64.0,70.0,6.0,6.0,0.0,60.0,33.0,1.0,2.0,6.0,5.0,10.0,4.0,11.0,21.0,6.0,12.0,0.0,0.0,3.0,12.0,2.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,96.0,0.0,0.0,3956.0,19.8,0.0,1249.0,11751.0,34709.0,25.0,11751.0,7795.0,5700.0,2.0,14709.0,5109.7468466999,5109.75,109.75,0.0,5000.0,20000.0,0.0,0
0.0,4.0,55.0,100000.0,53746.0,9351.0,0.5,0.0,0.0,0.0,38.76,3.0,2.0,1.0,803.85,16.91,803.85,22575.0,49.0,206.0,136.0,52.0,2.0,3.0,30.0,2.0,0.0,1.0,1.0,2.0,4.0,9.0,2.0,4.0,1.0,8.0,0.0,0.0,1.0,8.0,1.0,4.0,1.0,3.0,0.0,0.0,21596.69,21596.69,84.6,0.0,0.0,49.0,0.5,0.0,0.0,429968.0,484355.0,17.0,150558.0,142469.0,9400.0,0.0,162798.0,1586.49,1586.49,608.18,0.0,978.31,9400.0,0.0,0
0.0,8.0,44.0,185000.0,25630.0,59432.0,39.4,0.0,0.0,0.0,15.26,3.0,1.0,0.0,992.17,16.91,40331.34,40000.0,9670.0,137.0,204.0,9.0,9.0,4.0,6.0,9.0,0.0,6.0,7.0,8.0,9.0,5.0,12.0,18.0,7.0,15.0,0.0,0.0,3.0,15.0,0.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,96.3,12.5,0.0,42378.0,38.8,0.0,0.0,384448.0,471007.0,27.0,112903.0,70525.0,98100.0,3.0,86307.0,41285.933479441,41285.93,1285.93,0.0,40000.0,109300.0,1.0,0
